246.727, 11.442
247.572, 11.314
248.450, 11.197
248.913, 11.095
249.375, 10.989
249.375, 10.878
250.415, 10.769
250.762, 10.664
251.225, 10.568
251.291, 10.468
251.753, 10.375
252.323, 10.271
252.785, 10.161
253.140, 10.061
253.603, 9.963
254.102, 9.847
254.528, 9.617
254.808, 9.723
255.155, 9.516
255.502, 9.405
256.022, 9.294
256.485, 9.185
256.876, 9.066
257.698, 8.926
258.103, 8.798
258.623, 8.698
259.317, 8.604
259.548, 8.506
259.614, 8.404
260.077, 8.309
260.539, 8.210
261.001, 8.024
261.167, 8.118
261.603, 7.917
262.091, 7.800
262.739, 7.683
263.247, 7.570
263.776, 7.474
264.789, 7.359
264.943, 7.233
265.560, 7.119
266.022, 7.028
266.484, 6.933
266.947, 6.829
267.409, 6.725
267.872, 6.626
268.218, 6.526
268.863, 6.425
269.875, 6.317
270.068, 6.207
270.184, 6.018
270.276, 6.114
273.189, 5.903
273.328, 5.780
273.729, 5.672
274.808, 5.582
275.630, 5.472
276.658, 5.365
277.480, 5.263
279.293, 5.143
280.903, 5.019
282.438, 4.914
284.570, 4.816
287.756, 4.728
292.842, 4.669
297.929, 4.645
302.553, 4.580
305.285, 4.477
307.177, 4.379
308.648, 4.270
309.894, 4.162
311.397, 4.055
311.867, 3.952
312.726, 3.867
313.651, 3.763
314.062, 3.652
315.038, 3.538
315.809, 3.418
316.888, 3.272
317.196, 3.130
318.359, 2.994
318.830, 2.878
319.046, 2.790
319.971, 2.656
321.008, 2.523
321.512, 2.401
321.859, 2.304
322.503, 2.209
323.740, 2.085
324.610, 1.941
326.044, 1.811
326.958, 1.683
328.217, 1.584
329.043, 1.498
330.240, 1.405
331.942, 1.311
333.997, 1.215
336.478, 1.129
340.934, 1.039
345.327, 0.953
350.182, 0.868
355.269, 0.784
360.355, 0.693
365.442, 0.611
370.528, 0.553
375.615, 0.502
380.701, 0.445
385.788, 0.404
390.875, 0.378
395.961, 0.375
401.048, 0.397
406.134, 0.448
411.221, 0.526
415.845, 0.618
420.110, 0.711
423.475, 0.797
426.060, 0.882
427.868, 0.947
432.030, 1.087
435.267, 1.201
437.810, 1.301
440.353, 1.402
442.897, 1.502
445.209, 1.596
447.521, 1.689
450.064, 1.788
452.607, 1.887
455.151, 1.986
457.883, 2.088
460.279, 2.181
462.970, 2.272
465.555, 2.368
468.739, 2.463
470.931, 2.551
474.341, 2.645
478.272, 2.733
482.896, 2.817
487.982, 2.881
493.069, 2.919
498.156, 2.942
503.242, 2.947
508.329, 2.931
513.415, 2.875
518.039, 2.790
521.739, 2.696
524.976, 2.608
528.059, 2.510
531.347, 2.422
534.975, 2.323
538.328, 2.232
541.565, 2.140
543.935, 2.050
546.709, 1.957
549.253, 1.863
551.565, 1.766
553.646, 1.673
555.701, 1.580
557.345, 1.489
559.195, 1.398
561.044, 1.301
562.894, 1.210
564.744, 1.121
566.799, 1.024
568.700, 0.931
570.986, 0.833
573.298, 0.738
575.800, 0.643
578.196, 0.554
580.928, 0.471
584.974, 0.364
589.714, 0.264
594.338, 0.183
599.425, 0.119
604.512, 0.076
609.598, 0.051
614.685, 0.035
619.771, 0.026
624.858, 0.013
629.944, 0.011
635.031, 0.011
640.118, 0.011
645.204, 0.003
650.291, 0.003
655.377, 0.003
660.464, 0.003
665.551, 0.003
670.637, 0.003
675.724, 0.003
680.810, 0.003
685.897, 0.003
690.984, 0.003
696.070, 0.003
701.157, 0.003
706.243, 0.003
711.330, 0.003
716.417, 0.003
721.503, 0.003
726.590, 0.000
731.676, 0.000
736.763, 0.001
741.849, -0.000
746.165, -0.005
752.023, -0.003
755.953, -0.001
764.046, -0.005
773.294, -0.005
778.034, -0.004
782.311, -0.006
793.178, -0.006
800.576, -0.000
805.663, 0.003
810.750, 0.003
815.836, 0.003
820.923, 0.003
826.009, 0.003
831.096, 0.003
836.183, 0.003
841.269, 0.003
846.356, 0.003
851.442, 0.003
856.529, 0.003
861.616, 0.003
866.702, 0.003
871.789, 0.003
876.875, 0.003
881.962, 0.003
887.049, 0.003
892.135, 0.003
897.222, 0.003
902.308, 0.003
907.395, 0.003
912.481, 0.003
917.568, 0.003
922.655, 0.003
927.741, 0.003
932.828, 0.003
937.914, 0.003
943.001, 0.003
948.088, 0.003
953.174, 0.003
958.261, 0.003
963.347, 0.003
968.434, 0.003
973.521, 0.003
978.607, 0.003
983.694, 0.003
988.780, 0.003
993.867, 0.003
998.954, 0.001
1004.225, -0.005
1009.127, 0.003
1014.213, 0.003
1019.300, 0.003
1024.387, 0.003
1029.473, 0.003
1034.560, 0.003
1039.646, 0.003
1044.733, 0.003
1049.819, 0.003
1054.444, 0.007
1060.455, 0.005
1065.542, 0.003
1070.490, 0.011
1075.715, 0.004
1080.801, 0.003
1084.655, 0.018
1092.269, 0.012
1097.063, 0.020
1100.454, 0.004
